梅/梅/名/うめ	鴬/鴬/名/うぐいす	2	2	22	3.92	5	23	3.88	6	67.7	3.36	1	2
梅/梅/名/うめ	春/春/名/はる	1	1	22	3.92	5	68	2.79	3	20	1.2	3
